id,ticket_id,category,priority,question,response
279,BK0279,debit_card,medium,How long to deliver debit card to address,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
280,BK0280,debit_card,medium,Cannot use debit card for online shopping,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
281,BK0281,debit_card,medium,Enable international transactions on my card,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
282,BK0282,debit_card,medium,Debit card status tracking,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
283,BK0283,debit_card,medium,I am looking to enable international transactions on my card online,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
284,BK0284,debit_card,medium,Procedure to how long to deliver debit card to address,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
285,BK0285,debit_card,medium,Please guide me on how to upgrade my existing debt card,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
286,BK0286,debit_card,medium,What are debit card transaction limits,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
287,BK0287,debit_card,medium,Upgrade my existing debit card,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
288,BK0288,debit_card,medium,Procedure to what are debit card transaction limits safely,"Apply for a new Debit Card or upgrade your existing card: Mobile App -> Cards -> Debit Card Services -> Apply. You can enable or disable international transactions, toggle online usage (E-commerce), and adjust daily ATM withdrawal/POS limits instantly in the card settings panel."
289,BK0289,credit_card,high,I want to minimum amount due on credit card bill now,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
290,BK0290,credit_card,high,Please guide me on how to how to pay credit card bill,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
291,BK0291,credit_card,high,Minimum amount due on credit card bill,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
292,BK0292,credit_card,high,Charges for credit card cash withdrawal,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
293,BK0293,credit_card,high,Is it possible to how to pay credit card bill using upi,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
294,BK0294,credit_card,high,How to pay credit card bill using upi,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
295,BK0295,credit_card,high,Check credit card eligibility and document list,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
296,BK0296,credit_card,high,Please help me to redeem credit card reward points on the website,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
297,BK0297,credit_card,high,How to pay credit card bill,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
298,BK0298,credit_card,high,Credit card annual fee waiver eligibility on the website,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
299,BK0299,credit_card,high,I want to redeem credit card reward points now,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
300,BK0300,credit_card,high,Apply for a credit card online,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
301,BK0301,credit_card,high,Show me how to minimum amount due on crdt card bill from home,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
302,BK0302,credit_card,high,Credit card annual fee waiver eligibility,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
303,BK0303,credit_card,high,Credit card statement copy request via mobile app,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
304,BK0304,credit_card,high,Redeem credit card reward points,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
305,BK0305,credit_card,high,Quickest way to charges for credit card cash withdrawal,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
306,BK0306,credit_card,high,I am looking to best reward points credit cards features please,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
307,BK0307,credit_card,high,Could you help me credit card annual fee waiver eligibility via mobile app,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
308,BK0308,credit_card,high,Credit card statement copy request,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
309,BK0309,credit_card,high,Credit card late payment charges detail,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
310,BK0310,credit_card,high,Procedure to how to pay crdt card bill,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
311,BK0311,credit_card,high,Best reward points credit cards features,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
312,BK0312,credit_card,high,Could you help me how to pay credit card bill using upi please,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
313,BK0313,credit_card,high,Apply for a credit card online,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
314,BK0314,credit_card,high,Increase my credit card spending limit,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
315,BK0315,credit_card,high,What is credit card billing cycle and due date,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
316,BK0316,credit_card,high,How do i apply for a credt card online,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
317,BK0317,credit_card,high,I am looking to credit card late payment charges detail instantly,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
318,BK0318,credit_card,high,Check credit card application status,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
319,BK0319,credit_card,high,Can you tell me how to minimum amount due on credit card bill now,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
320,BK0320,credit_card,high,Convert credit card purchase into emi,"We offer credit cards with cashbacks, reward points, and lounge access. Apply in the Mobile App under Cards -> Apply for Credit Card. Bills are generated monthly with a 20-50 day interest-free period. Pay via Net Banking, UPI, or Auto-Debit. Minimum amount due is 5% of total outstanding."
321,BK0321,card_block,high,Order replacement card after blocking,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
322,BK0322,card_block,high,Temporary freeze my debit card safely,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
323,BK0323,card_block,high,Card compromised report and block,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
324,BK0324,card_block,high,Could you help me lost card emergency helpline number online,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
325,BK0325,card_block,high,Reported card stolen status check urgently,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
326,BK0326,card_block,high,Lost my debit card what to do on the website,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
327,BK0327,card_block,high,Show me how to how to stop card transactions right now please,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
328,BK0328,card_block,high,How to block atm card online,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
329,BK0329,card_block,high,Can you tell me how to block card via sms format without visiting branch,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
330,BK0330,card_block,high,Block all active cards on account,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
331,BK0331,card_block,high,Lost card emergency helpline number,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
332,BK0332,card_block,high,Is it possible to unblock a temporarily locked card from home,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
333,BK0333,card_block,high,Unblock a temporarily locked card,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
334,BK0334,card_block,high,I need to block credit card net banking steps safely,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
335,BK0335,card_block,high,Block my lost debit card immediately,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
336,BK0336,card_block,high,Show me how to my credit card is stolen block it,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
337,BK0337,card_block,high,Quickest way to block credit card net banking steps now,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
338,BK0338,card_block,high,How to order replacement card after blocking please,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
339,BK0339,card_block,high,Block card via sms format,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
340,BK0340,card_block,high,Reported card stolen status check,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
341,BK0341,card_block,high,Block credit card net banking steps,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
342,BK0342,card_block,high,What is the way to block credit card net banking steps,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
343,BK0343,card_block,high,I am looking to block credit card net banking steps from home,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
344,BK0344,card_block,high,Lost my debit card what to do,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
345,BK0345,card_block,high,Can you tell me how to card blocking through mobile app settings,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
346,BK0346,card_block,high,Quickest way to order replacement card after blocking,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
347,BK0347,card_block,high,My credit card is stolen block it,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
348,BK0348,card_block,high,How to stop card transactions right now,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
349,BK0349,card_block,high,Procedure to block all active cards on account via mobile app,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
350,BK0350,card_block,high,Temporary freeze my debit card,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
351,BK0351,card_block,high,Card blocking through mobile app settings,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
352,BK0352,card_block,high,How to stop card transactions right now on the website,"If your debit or credit card is lost, stolen, or compromised, block it immediately to prevent misuse. 1) Mobile App -> Cards -> select card -> Toggle Block. 2) Net Banking -> Card Services -> Block Card. 3) SMS 'BLOCK <last 4 digits of card>' to 567676. 4) Call 1800-419-1234 immediately."
353,BK0353,pin_management,high,Can you tell me how to forgot card pin check options please,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
354,BK0354,pin_management,high,What is the way to set card pin in mobile app urgently,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
355,BK0355,pin_management,high,Please help me to green pin generation process please,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
356,BK0356,pin_management,high,Set a new pin for debit card at atm via mobil app,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
357,BK0357,pin_management,high,What is the way to pin change rules and guidelines,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
358,BK0358,pin_management,high,Show me how to change my credit card pin via app urgently,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
359,BK0359,pin_management,high,I need to how to get green pin otp on mobil instantly,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
360,BK0360,pin_management,high,Change my credit card pin via app,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
361,BK0361,pin_management,high,Green pin verification failing,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
362,BK0362,pin_management,high,I want to card pin locked due to wrong attempts urgently,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
363,BK0363,pin_management,high,Generate atm pin for new debit card,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
364,BK0364,pin_management,high,What is the way to card pin locked due to wrong attempts,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
365,BK0365,pin_management,high,Procedure to set a new pin for debit card at atm safely,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
366,BK0366,pin_management,high,Atm card pin reset net banking,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
367,BK0367,pin_management,high,Is otp required to change debit card pin,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
368,BK0368,pin_management,high,Set a new pin for debit card at atm,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
369,BK0369,pin_management,high,Is otp required to change debit card pin please,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
370,BK0370,pin_management,high,Forgot my card pin how to change,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
371,BK0371,pin_management,high,Is it possible to set card pin in mobile app online,"To generate or reset your Debit/Credit card PIN: 1) Mobile App -> Cards -> select card -> Set PIN. 2) Net Banking -> Card Services -> Instant PIN Generation. 3) Visit any bank ATM, select 'Pin Generation/Green PIN', enter the OTP received on your mobile, and set your new 4-digit PIN."
